customer_id,customer_type,specialty,practice_size,monthly_patient_volume,scheduling_need,patient_communication_need,analytics_need,claims_automation_need,practice_management_need,willingness_to_pay,price_sensitivity
C08731,Solo Provider,Psychology,1,86,0.663,0.68,0.342,0.639,0.395,77.0,0.853
C08732,Small Practice,Counseling,3,228,0.762,0.681,0.661,0.564,0.342,116.96,0.742
C08733,Solo Provider,Therapy,1,142,0.793,0.732,0.478,0.262,0.203,62.29,0.763
C08734,Solo Provider,Counseling,1,105,0.524,0.273,0.45,0.513,0.498,48.86,0.993
C08735,Small Practice,Therapy,2,173,1.0,0.413,0.334,0.689,0.414,109.13,0.678
C08736,Solo Provider,Counseling,1,110,0.764,0.748,0.285,0.679,0.603,78.79,0.911
C08737,Small Practice,Counseling,5,472,0.728,0.829,0.779,0.498,0.637,104.53,0.537
C08738,Solo Provider,Counseling,1,142,0.552,0.263,0.358,0.526,0.322,31.65,0.672
C08739,Small Practice,Psychology,2,592,0.573,0.991,0.477,0.822,0.278,106.52,0.755
C08740,Small Practice,Counseling,3,371,0.739,0.613,0.449,0.254,0.699,89.62,0.704
C08741,Solo Provider,Counseling,1,173,0.648,0.902,0.421,0.504,0.274,65.86,0.848
C08742,Small Practice,Psychology,4,236,0.746,1.0,0.489,0.413,0.313,93.92,0.578
C08743,Solo Provider,Counseling,1,163,0.928,0.604,0.511,0.296,0.369,70.17,0.566
C08744,Small Practice,Psychiatry,3,260,0.941,0.8,0.617,0.388,0.459,96.6,0.847
C08745,Small Practice,Counseling,5,474,0.709,0.696,0.628,0.654,0.476,135.46,0.58
C08746,Solo Provider,Counseling,1,148,0.773,0.88,0.463,0.311,0.508,94.04,0.677
C08747,Small Practice,Psychology,2,252,0.919,0.996,0.285,0.286,0.471,108.74,0.81
C08748,Group Practice,Therapy,7,1731,0.942,1.0,0.423,0.662,0.582,164.15,0.43
C08749,Small Practice,Therapy,5,362,0.445,0.819,0.459,0.855,0.533,130.51,0.649
C08750,Small Practice,Therapy,5,246,0.626,0.794,0.452,0.599,0.502,114.13,0.661
C08751,Small Practice,Psychology,4,300,0.734,0.562,0.36,0.428,0.326,120.47,0.719
C08752,Solo Provider,Psychiatry,1,111,0.704,0.877,0.364,0.492,0.347,59.68,0.862
C08753,Small Practice,Counseling,3,402,0.756,0.684,0.413,0.258,0.34,75.85,0.727
C08754,Group Practice,Psychiatry,7,1294,0.659,0.501,1.0,0.627,0.417,171.01,0.565
C08755,Solo Provider,Therapy,1,102,0.975,0.277,0.321,0.603,0.226,73.7,0.704
C08756,Solo Provider,Psychology,1,60,0.6,0.718,0.428,0.573,0.354,78.41,0.884
C08757,Solo Provider,Therapy,1,124,0.459,0.626,0.378,0.391,0.108,57.91,0.759
C08758,Solo Provider,Counseling,1,155,0.611,0.641,0.563,0.753,0.598,66.21,0.735
C08759,Solo Provider,Therapy,1,153,0.822,0.683,0.678,0.543,0.284,67.15,0.795
C08760,Solo Provider,Psychiatry,1,133,0.592,0.665,0.334,0.748,0.11,57.57,0.92
C08761,Small Practice,Counseling,5,585,0.43,0.638,0.462,0.629,0.376,104.79,0.708
C08762,Solo Provider,Psychology,1,64,0.83,0.741,0.42,0.754,0.358,66.51,0.727
C08763,Solo Provider,Counseling,1,100,0.758,0.829,0.565,0.626,0.313,70.74,0.909
C08764,Small Practice,Psychiatry,5,187,0.413,0.759,0.437,0.375,0.248,101.01,0.739
C08765,Solo Provider,Counseling,1,96,0.667,0.657,0.459,0.314,0.49,59.48,0.714
C08766,Solo Provider,Psychology,1,173,0.755,0.836,0.372,0.641,0.417,69.48,0.778
C08767,Small Practice,Psychology,3,153,0.734,0.857,0.539,0.49,0.336,97.04,0.664
C08768,Large Practice,Therapy,22,1936,0.832,0.856,0.761,0.733,0.948,288.96,0.249
C08769,Small Practice,Counseling,4,206,0.752,0.543,0.646,0.85,0.281,109.82,0.726
C08770,Solo Provider,Therapy,1,83,0.77,0.424,0.346,0.471,0.551,72.89,0.77
C08771,Solo Provider,Psychiatry,1,80,0.708,0.662,0.488,0.374,0.345,64.28,0.759
C08772,Large Practice,Psychology,33,2144,0.972,0.343,0.694,0.969,1.0,303.89,0.461
C08773,Small Practice,Counseling,3,487,0.775,0.902,0.298,0.569,0.5,109.83,0.617
C08774,Small Practice,Psychology,3,274,0.883,0.333,0.456,0.633,0.361,102.69,0.735
C08775,Small Practice,Psychiatry,4,570,0.785,0.641,0.262,0.846,0.627,106.53,0.722
C08776,Solo Provider,Psychiatry,1,91,0.441,0.369,0.826,0.301,0.322,67.49,0.814
C08777,Solo Provider,Counseling,1,100,0.7,0.583,0.45,0.705,0.464,47.74,0.868
C08778,Small Practice,Psychiatry,2,561,0.719,0.536,0.756,0.274,0.381,100.42,0.768
C08779,Group Practice,Counseling,13,1782,0.916,0.344,0.465,0.82,0.439,169.84,0.424
C08780,Solo Provider,Therapy,1,149,0.88,0.366,0.501,0.219,0.683,74.95,0.708
C08781,Small Practice,Psychology,2,199,0.72,0.571,0.275,0.775,0.244,93.91,0.638
C08782,Solo Provider,Psychology,1,93,0.847,1.0,0.363,0.536,0.529,70.83,0.933
C08783,Large Practice,Psychology,17,4143,0.893,0.318,0.842,0.568,0.678,256.91,0.306
C08784,Solo Provider,Psychiatry,1,157,0.646,0.832,0.35,0.334,0.385,82.26,0.793
C08785,Small Practice,Psychology,2,403,0.7,0.432,0.509,0.33,0.358,101.29,0.558
C08786,Solo Provider,Psychiatry,1,120,0.684,0.857,0.314,0.518,0.387,79.89,0.785
C08787,Small Practice,Psychology,4,264,0.542,0.72,0.777,0.43,0.41,116.64,0.669
C08788,Small Practice,Counseling,4,519,0.717,0.572,0.438,0.628,0.314,100.23,0.511
C08789,Solo Provider,Psychology,1,137,0.642,0.745,0.478,0.471,0.189,44.09,0.759
C08790,Group Practice,Psychology,12,558,0.579,0.651,0.638,0.601,0.395,193.12,0.277
C08791,Group Practice,Counseling,6,902,0.656,0.563,0.669,0.621,0.35,148.62,0.502
C08792,Group Practice,Therapy,6,1072,0.249,0.706,0.476,0.533,0.639,155.68,0.375
C08793,Solo Provider,Psychology,1,60,0.477,0.659,0.455,0.636,0.363,73.2,0.833
C08794,Small Practice,Psychology,4,495,0.68,0.747,0.607,0.718,0.764,121.69,0.55
C08795,Small Practice,Psychology,4,319,0.73,0.786,0.543,0.367,0.344,93.25,0.707
C08796,Small Practice,Therapy,4,574,0.654,0.39,0.396,0.878,0.34,95.09,0.688
C08797,Solo Provider,Counseling,1,174,0.661,0.792,0.417,0.432,0.345,68.27,0.8
C08798,Small Practice,Therapy,5,353,0.565,0.396,0.437,0.272,0.248,103.09,0.626
C08799,Solo Provider,Psychiatry,1,99,0.649,1.0,0.511,0.547,0.198,74.0,0.858
C08800,Solo Provider,Psychology,1,140,0.706,0.925,0.504,0.656,0.317,76.51,0.624
C08801,Solo Provider,Psychiatry,1,160,0.676,0.693,0.472,0.378,0.378,53.05,0.737
C08802,Solo Provider,Therapy,1,98,0.573,0.623,0.332,0.758,0.441,69.31,0.701
C08803,Solo Provider,Psychology,1,173,0.704,0.669,0.372,0.398,0.59,55.84,0.71
C08804,Solo Provider,Psychiatry,1,120,0.662,0.418,0.795,0.281,0.253,76.47,1.0
C08805,Small Practice,Counseling,4,207,0.702,0.693,0.362,0.652,0.208,112.68,0.479
C08806,Small Practice,Counseling,3,376,0.975,0.629,0.728,0.439,0.575,97.78,0.836
C08807,Solo Provider,Psychiatry,1,124,0.43,0.688,0.493,0.483,0.512,66.07,0.687
C08808,Small Practice,Psychology,3,387,0.943,0.788,0.387,0.542,0.377,122.59,0.517
C08809,Group Practice,Therapy,10,1208,1.0,0.655,0.786,0.624,0.576,160.14,0.408
C08810,Group Practice,Counseling,15,1567,0.608,0.913,0.988,0.568,0.493,167.57,0.392
C08811,Group Practice,Therapy,10,1679,0.894,0.479,0.67,0.581,0.497,180.18,0.448
C08812,Large Practice,Counseling,21,3089,0.702,0.541,0.784,0.596,0.864,260.29,0.265
C08813,Small Practice,Counseling,3,437,0.689,0.562,0.253,0.514,0.428,111.04,0.692
C08814,Large Practice,Psychiatry,33,2138,0.749,0.752,0.86,1.0,0.932,294.39,0.281
C08815,Group Practice,Counseling,8,1080,0.75,0.784,0.362,0.718,0.467,165.47,0.36
C08816,Solo Provider,Psychology,1,60,0.749,0.572,0.453,0.433,0.349,41.08,0.686
C08817,Group Practice,Psychology,6,1044,0.706,1.0,0.529,0.567,0.414,168.08,0.506
C08818,Small Practice,Psychiatry,3,296,0.541,0.43,0.51,0.561,0.419,85.72,0.577
C08819,Small Practice,Therapy,4,519,0.728,0.751,0.651,0.197,0.429,87.55,0.76
C08820,Group Practice,Psychology,15,789,0.524,0.371,0.758,0.708,0.429,173.61,0.264
C08821,Solo Provider,Therapy,1,125,0.857,0.432,0.196,0.477,0.175,60.19,0.961
C08822,Solo Provider,Psychiatry,1,152,0.63,0.524,0.375,0.905,0.496,74.01,0.767
C08823,Small Practice,Therapy,3,526,0.834,0.022,0.387,0.328,0.514,73.38,0.632
C08824,Small Practice,Therapy,3,173,0.667,0.877,0.504,0.49,0.378,90.05,0.398
C08825,Group Practice,Therapy,13,596,0.968,0.521,0.707,0.442,0.49,184.72,0.393
C08826,Group Practice,Therapy,13,1062,0.565,0.235,0.942,0.524,0.487,193.88,0.367
C08827,Small Practice,Counseling,4,561,0.589,0.641,0.655,0.502,0.391,95.96,0.613
C08828,Large Practice,Counseling,23,4865,0.54,0.677,0.673,0.835,0.718,276.63,0.299
C08829,Solo Provider,Counseling,1,103,0.497,0.594,0.155,0.507,0.254,56.46,0.752
C08830,Large Practice,Therapy,28,2949,0.315,0.537,0.871,1.0,1.0,283.95,0.474
C08831,Solo Provider,Counseling,1,98,0.832,0.729,0.426,0.525,0.398,69.97,0.72
C08832,Small Practice,Psychology,4,224,1.0,0.558,0.574,0.567,0.424,120.16,0.7
C08833,Solo Provider,Counseling,1,104,0.7,0.779,0.523,0.278,0.36,71.38,0.77
C08834,Small Practice,Counseling,2,569,0.707,0.707,0.493,0.415,0.563,124.13,0.703
C08835,Solo Provider,Psychiatry,1,64,0.606,0.262,0.805,0.596,0.481,72.46,0.969
C08836,Solo Provider,Psychology,1,153,0.591,0.81,0.428,0.2,0.593,57.18,0.689
C08837,Small Practice,Psychology,3,251,0.396,0.664,0.53,0.715,0.492,115.32,0.721
C08838,Small Practice,Psychiatry,2,454,0.628,0.468,0.336,0.627,0.34,109.5,0.588
C08839,Solo Provider,Psychiatry,1,142,0.933,0.697,0.545,0.441,0.048,54.41,0.745
C08840,Small Practice,Therapy,3,199,0.725,0.814,0.424,0.602,0.317,95.04,0.634
C08841,Solo Provider,Therapy,1,163,0.745,0.754,0.722,0.414,0.336,65.05,0.912
C08842,Solo Provider,Counseling,1,100,0.624,0.721,0.554,0.734,0.253,67.55,0.849
C08843,Solo Provider,Psychology,1,168,0.454,0.538,0.353,0.585,0.237,61.81,0.809
C08844,Small Practice,Psychology,3,587,0.628,0.384,0.634,0.441,0.569,104.0,0.648
C08845,Small Practice,Psychology,3,370,0.797,0.636,0.43,0.528,0.133,86.99,0.748
C08846,Small Practice,Psychiatry,2,415,0.64,0.717,0.46,0.637,0.463,92.84,0.568
C08847,Group Practice,Therapy,7,688,0.807,0.747,0.65,0.54,0.627,165.77,0.485
C08848,Small Practice,Counseling,2,382,0.822,0.921,0.221,0.569,0.145,101.44,0.575
C08849,Small Practice,Counseling,2,236,0.923,0.504,0.414,0.682,0.398,114.5,0.65
C08850,Large Practice,Therapy,29,2187,0.642,0.76,0.847,0.864,0.614,294.5,0.243
C08851,Solo Provider,Counseling,1,84,0.651,0.36,0.57,0.749,0.217,73.2,0.642
C08852,Solo Provider,Psychiatry,1,86,0.737,0.731,0.57,0.536,0.573,96.15,0.948
C08853,Solo Provider,Psychology,1,124,0.593,0.843,0.493,0.187,0.446,64.38,0.729
C08854,Small Practice,Therapy,3,331,0.896,0.489,0.384,0.73,0.445,115.82,0.829
C08855,Small Practice,Psychiatry,4,496,0.544,0.713,0.784,0.363,0.424,108.11,0.64
C08856,Solo Provider,Therapy,1,82,0.814,0.674,0.769,0.112,0.0,74.46,0.775
C08857,Group Practice,Counseling,11,879,0.637,0.308,0.569,0.542,0.523,181.91,0.436
C08858,Large Practice,Psychiatry,28,2476,0.572,0.653,0.867,0.628,0.91,299.18,0.174
C08859,Solo Provider,Psychiatry,1,164,0.529,1.0,0.481,0.692,0.357,79.65,0.931
C08860,Solo Provider,Psychology,1,97,0.659,0.825,0.643,0.441,0.366,71.33,1.0
C08861,Solo Provider,Counseling,1,115,0.824,0.847,0.615,0.049,0.289,66.34,0.77
C08862,Solo Provider,Psychiatry,1,146,0.568,0.631,0.277,0.169,0.771,80.98,0.757
C08863,Group Practice,Psychology,13,1399,0.638,0.925,0.511,0.643,0.676,183.62,0.453
C08864,Small Practice,Psychology,4,195,0.815,0.815,0.438,0.707,0.46,118.76,0.761
C08865,Solo Provider,Psychiatry,1,169,1.0,0.49,0.011,0.066,0.435,49.78,0.574
C08866,Solo Provider,Counseling,1,126,0.868,0.198,0.429,0.499,0.137,58.1,0.825
C08867,Solo Provider,Therapy,1,123,0.692,0.562,0.519,0.728,0.575,83.83,0.86
C08868,Solo Provider,Counseling,1,65,0.601,0.603,0.535,0.554,0.46,67.64,0.944
C08869,Solo Provider,Psychiatry,1,134,0.566,0.688,0.409,0.303,0.362,69.34,0.726
C08870,Small Practice,Therapy,4,485,0.875,0.483,0.417,0.286,0.59,122.48,0.664
C08871,Small Practice,Counseling,2,297,0.633,0.33,0.526,0.882,0.514,115.3,0.637
C08872,Group Practice,Counseling,10,1115,0.89,0.496,0.665,0.367,0.249,183.55,0.52
C08873,Solo Provider,Counseling,1,155,0.701,0.634,0.517,0.708,0.502,81.18,0.833
C08874,Small Practice,Therapy,5,280,0.539,0.747,0.332,0.743,0.567,107.66,0.656
C08875,Solo Provider,Counseling,1,72,0.741,0.696,0.515,0.582,0.543,71.11,0.639
C08876,Solo Provider,Psychology,1,177,0.397,0.722,0.369,0.536,0.252,57.02,0.718
C08877,Group Practice,Counseling,8,1482,0.803,0.517,0.591,0.665,0.42,155.12,0.488
C08878,Small Practice,Psychiatry,4,521,0.859,0.248,0.459,0.56,0.459,101.11,0.678
C08879,Solo Provider,Counseling,1,143,0.573,0.928,0.58,0.562,0.357,69.31,0.74
C08880,Solo Provider,Psychology,1,92,0.555,0.897,0.333,0.299,0.814,60.46,0.786
C08881,Small Practice,Psychiatry,2,402,0.5,0.525,0.6,0.888,0.54,123.66,0.723
C08882,Group Practice,Therapy,12,571,0.48,0.524,0.836,0.442,0.545,183.09,0.455
C08883,Small Practice,Counseling,3,443,0.798,1.0,0.61,0.782,0.413,101.6,0.85
C08884,Solo Provider,Psychology,1,136,0.685,0.829,0.549,0.732,0.445,86.03,0.796
C08885,Solo Provider,Therapy,1,157,0.578,0.333,0.137,0.823,0.408,61.15,0.849
C08886,Solo Provider,Therapy,1,136,0.595,0.648,0.196,0.194,0.173,71.19,0.716
C08887,Solo Provider,Counseling,1,122,1.0,0.858,0.0,0.814,0.311,91.74,0.644
C08888,Small Practice,Therapy,4,559,0.557,0.554,0.462,0.652,0.454,81.53,0.586
C08889,Small Practice,Therapy,4,510,0.738,0.519,0.532,0.549,0.594,118.39,0.679
C08890,Solo Provider,Psychology,1,70,0.947,0.569,0.339,0.74,0.274,55.25,0.691
C08891,Small Practice,Counseling,4,219,0.66,0.725,0.626,0.553,0.564,98.24,0.732
C08892,Small Practice,Psychiatry,2,427,0.953,0.474,0.413,0.159,0.398,114.03,0.628
C08893,Small Practice,Psychology,4,375,0.655,0.826,0.486,0.628,0.133,103.66,0.594
C08894,Solo Provider,Psychology,1,114,0.66,0.883,0.519,0.617,0.401,82.23,0.802
C08895,Solo Provider,Psychology,1,155,0.387,0.468,0.474,0.741,0.486,64.25,0.719
C08896,Solo Provider,Psychology,1,86,0.813,0.542,0.508,0.396,0.441,34.99,0.864
C08897,Solo Provider,Therapy,1,175,0.986,0.284,0.431,0.235,0.048,78.18,0.881
C08898,Solo Provider,Psychology,1,160,0.697,0.931,0.366,0.266,0.31,68.18,0.722
C08899,Solo Provider,Therapy,1,92,0.527,0.406,0.597,0.452,0.485,58.84,0.718
C08900,Solo Provider,Psychology,1,149,0.854,0.798,0.674,0.476,0.562,79.63,0.845
C08901,Solo Provider,Counseling,1,112,0.799,0.604,0.744,0.512,0.341,71.37,0.928
C08902,Group Practice,Counseling,12,1350,0.47,0.489,0.356,0.628,0.695,207.77,0.393
C08903,Small Practice,Therapy,4,310,0.779,0.728,0.447,0.522,0.671,120.83,0.757
C08904,Solo Provider,Counseling,1,98,0.56,0.739,0.588,0.659,0.158,70.42,0.834
C08905,Group Practice,Psychiatry,9,1449,0.66,0.442,0.443,0.67,0.686,177.61,0.413
C08906,Solo Provider,Therapy,1,127,0.38,0.736,0.534,0.634,0.054,55.36,0.945
C08907,Solo Provider,Psychology,1,134,0.609,0.77,0.477,0.8,0.476,68.55,0.954
C08908,Group Practice,Psychology,8,581,0.367,0.635,0.368,0.618,0.522,169.54,0.546
C08909,Solo Provider,Psychiatry,1,100,0.632,0.687,0.369,0.715,0.312,59.55,0.903
C08910,Solo Provider,Psychology,1,67,0.794,0.613,0.64,0.838,0.399,73.25,0.99
C08911,Solo Provider,Psychology,1,106,0.684,0.47,0.685,0.539,0.305,90.28,0.729
C08912,Small Practice,Therapy,4,407,0.677,0.835,0.742,0.461,0.516,107.27,0.712
C08913,Small Practice,Psychology,2,506,0.609,0.837,0.518,0.538,0.279,102.84,0.754
C08914,Solo Provider,Psychiatry,1,66,0.57,0.588,0.579,0.213,0.363,65.32,0.884
C08915,Solo Provider,Therapy,1,103,0.387,0.416,0.599,0.581,0.328,72.07,0.828
C08916,Solo Provider,Psychiatry,1,80,0.627,0.525,0.265,0.759,0.379,51.02,0.952
C08917,Small Practice,Counseling,5,440,0.522,0.967,0.934,0.773,0.272,112.48,0.534
C08918,Solo Provider,Psychology,1,106,0.778,0.735,0.468,0.473,0.245,36.94,0.868
C08919,Group Practice,Psychiatry,14,1700,0.734,0.61,0.782,0.835,0.633,183.1,0.681
C08920,Small Practice,Psychiatry,4,554,0.638,0.853,0.565,0.221,0.373,121.19,0.59
C08921,Solo Provider,Counseling,1,169,0.579,0.647,0.229,0.539,0.65,79.87,0.717
C08922,Small Practice,Psychology,2,385,0.697,0.762,0.292,0.394,0.25,106.47,0.819
C08923,Solo Provider,Counseling,1,135,0.852,0.796,0.222,0.411,0.335,52.03,0.813
C08924,Solo Provider,Psychology,1,117,0.492,0.46,0.351,0.449,0.432,77.51,0.785
C08925,Solo Provider,Counseling,1,144,0.653,0.731,0.449,0.412,0.377,77.74,0.842
C08926,Solo Provider,Psychology,1,74,1.0,0.879,0.315,0.241,0.562,60.22,0.788
C08927,Small Practice,Psychiatry,4,365,0.672,0.63,0.414,0.202,0.284,76.21,0.586
C08928,Large Practice,Psychiatry,33,3703,0.74,0.814,0.831,0.578,0.895,302.05,0.175
C08929,Solo Provider,Therapy,1,95,0.62,0.637,0.158,0.446,0.609,56.58,0.856
C08930,Solo Provider,Counseling,1,95,0.532,0.645,0.541,0.382,0.339,73.84,0.607
C08931,Small Practice,Counseling,4,249,0.795,0.713,0.579,0.504,0.669,130.82,0.585
C08932,Solo Provider,Psychology,1,130,0.719,0.608,0.482,0.514,0.629,69.49,0.679
C08933,Solo Provider,Psychiatry,1,65,0.558,0.546,0.468,0.768,0.44,66.82,0.704
C08934,Large Practice,Therapy,28,3026,0.612,0.674,0.931,0.799,0.717,319.34,0.325
C08935,Group Practice,Psychology,7,1189,0.62,0.783,0.913,0.439,0.299,177.19,0.53
C08936,Large Practice,Therapy,28,2235,0.655,0.442,0.815,0.787,0.997,292.71,0.422
C08937,Solo Provider,Psychology,1,73,0.844,0.412,0.635,0.65,0.656,97.09,0.827
C08938,Solo Provider,Psychiatry,1,133,0.44,0.57,0.168,0.46,0.393,71.66,0.797
C08939,Solo Provider,Counseling,1,157,0.646,0.879,0.572,0.575,0.496,85.43,0.766
C08940,Group Practice,Counseling,13,823,0.724,0.595,1.0,0.473,0.658,180.18,0.576
C08941,Solo Provider,Therapy,1,144,0.706,0.559,0.4,0.799,0.085,39.88,0.828
C08942,Solo Provider,Psychiatry,1,138,0.643,0.34,0.443,0.307,0.517,50.1,0.904
C08943,Solo Provider,Counseling,1,67,0.782,0.534,0.422,0.852,0.312,91.74,0.947
C08944,Small Practice,Therapy,4,158,0.744,0.567,0.514,0.662,0.412,98.29,0.691
C08945,Small Practice,Psychology,2,461,0.647,0.679,0.676,0.496,0.45,113.12,0.558
C08946,Small Practice,Therapy,4,334,0.669,0.664,0.431,0.362,0.493,86.69,0.743
C08947,Solo Provider,Psychiatry,1,113,0.738,0.588,0.413,0.697,0.696,81.64,0.932
C08948,Small Practice,Therapy,2,221,0.773,0.529,0.537,0.298,0.276,92.62,0.745
C08949,Solo Provider,Therapy,1,164,0.577,0.543,0.283,0.568,0.305,67.82,0.776
C08950,Solo Provider,Psychiatry,1,69,0.522,0.443,0.455,0.623,0.268,65.59,0.747
C08951,Solo Provider,Therapy,1,140,0.719,0.641,0.523,0.358,0.595,89.75,0.77
C08952,Small Practice,Counseling,3,365,0.446,0.635,0.645,0.576,0.388,102.12,0.679
C08953,Solo Provider,Psychology,1,156,0.623,0.879,0.354,0.462,0.222,77.87,0.885
C08954,Large Practice,Psychiatry,19,2960,0.782,0.673,0.824,0.929,0.521,265.55,0.194
C08955,Solo Provider,Psychiatry,1,63,0.634,0.688,0.467,0.478,0.357,56.88,0.822
C08956,Solo Provider,Counseling,1,86,0.564,0.85,0.077,0.705,0.283,51.79,0.885
C08957,Small Practice,Counseling,2,369,0.571,0.626,0.538,0.284,0.443,89.23,0.653
C08958,Small Practice,Therapy,2,591,0.713,0.745,0.51,0.542,0.683,90.82,0.455
C08959,Solo Provider,Psychology,1,122,0.864,0.386,0.599,0.566,0.172,79.65,0.899
C08960,Small Practice,Psychiatry,2,263,0.685,0.884,0.225,0.642,0.17,94.51,0.708
C08961,Solo Provider,Counseling,1,98,0.947,0.368,0.573,0.5,0.383,78.11,0.886
C08962,Solo Provider,Counseling,1,150,0.793,0.493,0.558,0.641,0.443,72.26,0.863
C08963,Small Practice,Psychology,2,373,0.639,0.566,0.484,0.456,0.657,101.87,0.696
C08964,Small Practice,Psychology,5,174,0.764,1.0,0.593,0.492,0.287,132.39,0.673
C08965,Solo Provider,Therapy,1,90,0.56,0.829,0.483,0.235,0.399,38.6,0.914
C08966,Solo Provider,Counseling,1,166,0.808,0.425,0.435,0.431,0.535,51.5,0.9
C08967,Small Practice,Psychology,5,262,0.493,0.377,0.589,0.172,0.343,104.6,0.743
C08968,Solo Provider,Psychiatry,1,64,0.73,0.478,0.368,0.415,0.3,53.37,0.791
C08969,Group Practice,Therapy,15,1159,0.834,0.651,0.511,0.697,0.397,191.69,0.461
C08970,Small Practice,Psychology,4,179,0.763,0.455,0.425,0.742,0.375,113.4,0.641
C08971,Group Practice,Psychiatry,12,1669,0.689,0.58,0.914,0.978,0.572,200.39,0.452
C08972,Solo Provider,Psychology,1,145,0.766,0.655,0.576,0.402,0.535,75.72,0.866
C08973,Group Practice,Psychiatry,8,693,0.607,0.332,0.306,0.312,0.677,149.2,0.384
C08974,Solo Provider,Therapy,1,82,0.557,0.579,0.548,0.456,0.319,47.89,0.798
C08975,Solo Provider,Psychiatry,1,135,0.743,0.907,0.41,0.529,0.242,78.31,0.728
C08976,Solo Provider,Counseling,1,106,0.799,0.698,0.441,0.718,0.1,61.6,0.719
C08977,Solo Provider,Counseling,1,151,0.707,0.596,0.496,0.745,0.195,64.86,0.952
C08978,Group Practice,Psychiatry,9,1558,0.704,0.7,0.765,0.413,0.404,161.56,0.513
C08979,Small Practice,Counseling,3,538,0.797,0.511,0.627,0.46,0.575,97.35,0.675
C08980,Small Practice,Therapy,3,413,0.665,0.66,0.399,0.316,0.37,100.1,0.804
C08981,Small Practice,Counseling,5,407,0.722,0.763,0.386,0.516,0.418,91.22,0.61
C08982,Small Practice,Counseling,2,170,0.384,0.531,0.371,0.429,0.605,110.36,0.619
C08983,Small Practice,Therapy,4,208,0.767,0.597,0.618,0.443,0.355,91.23,0.598
C08984,Group Practice,Psychology,15,1639,0.83,0.589,0.555,1.0,0.562,192.59,0.523
C08985,Small Practice,Psychiatry,4,537,0.692,0.641,0.501,0.505,0.431,110.32,0.573
C08986,Small Practice,Counseling,5,429,0.56,0.707,0.527,0.368,0.557,98.04,0.606
C08987,Solo Provider,Therapy,1,70,0.649,0.86,0.546,0.528,0.463,68.93,0.879
C08988,Large Practice,Counseling,30,4226,0.829,1.0,0.657,0.67,0.746,283.29,0.268
C08989,Solo Provider,Counseling,1,158,0.792,0.389,0.401,0.428,0.517,50.53,0.795
C08990,Solo Provider,Psychiatry,1,156,0.561,0.435,0.631,0.439,0.442,69.6,0.752
C08991,Group Practice,Psychiatry,9,557,0.728,0.585,0.387,0.759,0.584,173.51,0.482
C08992,Solo Provider,Psychology,1,87,0.869,0.571,0.548,0.821,0.38,67.01,0.766
C08993,Solo Provider,Therapy,1,148,0.705,0.948,0.53,0.547,0.39,69.69,0.645
C08994,Solo Provider,Counseling,1,72,0.561,0.921,0.334,0.285,0.11,23.34,0.723
C08995,Solo Provider,Therapy,1,61,0.735,0.454,0.594,0.484,0.345,80.23,0.887
C08996,Group Practice,Therapy,7,1649,0.484,0.582,0.787,0.452,0.621,167.52,0.353
C08997,Group Practice,Psychology,14,576,0.762,0.677,0.526,0.586,0.442,169.68,0.473
C08998,Solo Provider,Psychiatry,1,94,0.714,0.722,0.564,0.626,0.418,61.05,0.692
C08999,Large Practice,Therapy,33,4890,0.69,0.846,0.84,0.843,1.0,326.44,0.163
C09000,Small Practice,Counseling,5,408,0.595,0.589,0.78,0.475,0.547,109.71,0.854
C09001,Group Practice,Therapy,14,1476,1.0,0.454,0.657,0.74,0.371,177.99,0.334
C09002,Solo Provider,Therapy,1,136,0.627,0.634,0.582,0.614,0.061,70.33,0.818
C09003,Solo Provider,Psychology,1,139,0.688,0.745,0.58,0.567,0.354,41.63,0.825
C09004,Solo Provider,Counseling,1,142,0.898,0.875,0.484,0.609,0.389,88.68,0.832
C09005,Solo Provider,Therapy,1,160,0.434,0.729,0.34,0.316,0.349,45.63,0.675
C09006,Small Practice,Psychiatry,5,299,0.628,0.746,0.649,0.896,0.379,115.46,0.73
C09007,Solo Provider,Counseling,1,178,0.756,0.794,0.537,0.445,0.456,76.97,0.737
C09008,Small Practice,Counseling,3,304,0.42,0.625,0.635,0.514,0.438,98.67,0.602
C09009,Small Practice,Therapy,3,338,0.635,0.443,0.168,0.407,0.239,78.72,0.501
C09010,Solo Provider,Psychology,1,95,0.551,0.46,0.672,0.231,0.455,71.73,0.854
C09011,Solo Provider,Counseling,1,178,0.89,0.65,0.433,0.71,0.342,76.69,0.641
C09012,Small Practice,Psychology,3,226,0.744,0.585,0.534,0.652,0.249,100.08,0.446
C09013,Group Practice,Psychology,7,1683,0.53,0.42,0.585,0.545,0.372,155.01,0.566
C09014,Solo Provider,Counseling,1,126,0.754,0.801,0.434,0.655,0.468,67.6,0.818
C09015,Large Practice,Psychiatry,21,4486,0.836,0.783,0.774,0.66,0.438,267.24,0.352
C09016,Group Practice,Therapy,14,1474,0.727,0.69,1.0,0.881,0.669,205.27,0.44
C09017,Small Practice,Psychology,2,589,0.642,0.603,0.515,0.395,0.283,116.47,0.537
C09018,Solo Provider,Psychology,1,145,0.503,0.239,0.558,0.351,0.482,78.6,0.795
C09019,Small Practice,Counseling,3,158,0.709,0.85,0.677,0.721,0.487,117.34,0.647
